sample_id	source_repo	source_accession	organism	tissue	organ	ecotype	developmental_stage	spaceflight_condition	gravity	light_regime	tropism_type	hardware	mission	growth_temperature	genotype	assay_type	raw_file	processed_file
004pc2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
004pc3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
004pc4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
004ph1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
004ph2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
004ph3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
004ph4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
004pm1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
004pm2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
004pm3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
004pm4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
004pr1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
004pr2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
004pr3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
004pr4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006cc1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006cc2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006cc3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006cc4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006ch1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006ch2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006ch3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006ch4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006cm1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006cm2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006cm3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006cm4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006cr1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006cr2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006cr3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006cr4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006pc1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006pc2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006pc3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006pc4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006ph1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006ph2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006ph3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006ph4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006pm1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006pm2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006pm3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006pm4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006pr1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006pr2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006pr3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
006pr4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011cc1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011cc2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011cc3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011cc4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011ch1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011ch2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011ch3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011ch4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011cm1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011cm2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011cm3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011cm4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011cr1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011cr2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011cr3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011cr4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011pc1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011pc2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011pc3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011pc4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011ph1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011ph2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011ph3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011ph4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011pm1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011pm2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011pm3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011pm4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011pr1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011pr2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011pr3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
011pr4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
029cc1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
029cc2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
029cc3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
029cc4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
029cc5	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
029cc6	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
029ch1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
029ch2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
029ch3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
029ch4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
029ch5	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
029ch6	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
029cm1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
029cm2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
029cm3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
